id,state,name,bucket,recommendedAction,reason,status,leadType,likelyLayer,hasCoordinate,priority
ar-v74-agfc-nw-ozarks-wma-designated-camping-geometry,AR,AGFC northwest Ozarks WMA designated/primitive camping geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,geometry_extraction,Boondocking / Dispersed,no,High
ar-v74-hobbs-state-park-hike-bike-camps-correction,AR,Hobbs State Park-Conservation Area primitive hike/bike-in campsites,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
ar-v74-cossatot-river-state-park-component-correction,AR,Cossatot River State Park camping component split/source correction,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Rustic / Boat / Backpack components,no,High
ar-v74-lake-sylvia-source-layer-correction,AR,Lake Sylvia Recreational Area / Camp Ouachita source-layer correction,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Modern or Rustic pending proof,no,High
ar-v74-gulpha-gorge-nps-coordinate-rescue,AR,Gulpha Gorge Campground — Hot Springs National Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-v74-camp-clearfork-group-camp,AR,Camp Clearfork Group Camp,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Rustic / Primitive or Modern group camp,no,High
ar-v74-lake-ouachita-usace-components,AR,Lake Ouachita USACE campground components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
ar-v74-lake-greeson-usace-components,AR,Lake Greeson USACE campground components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
ar-v74-mississippi-river-sp-component-coordinate-rescue,AR,Mississippi River State Park campground components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
ar-v74-st-francis-nf-camping-system-geometry,AR,St. Francis NF / Mississippi River State Park camping system geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed or Info pending proof,no,High
ar-v74-arkansas-river-usace-cluster,AR,Arkansas River USACE campground cluster,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
ar-v74-white-river-nwr-camping-regulations,AR,Dale Bumpers White River NWR camping regulations extraction,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed or Reject pending rules,no,High
ar-v74-millwood-usace-remaining-components,AR,Millwood Lake remaining USACE campground components,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
ar-v74-degray-remaining-usace-components,AR,DeGray Lake remaining USACE campground components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
ar-v74-felsenthal-nwr-designated-camping-geometry,AR,Felsenthal NWR designated primitive camping areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,geometry_extraction,Boat / Backpack / Rustic,no,High
ar-v74-southwest-agfc-wma-designated-camping-geometry,AR,South/Southwest Arkansas AGFC WMA designated camping geometry bundle,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,geometry_extraction,Boondocking / Dispersed,no,High
tn-v74-cherokee-nf-tellico-small-components,TN,Tellico River / Citico small campground components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
tn-v74-young-branch-horse-camp-status-check,TN,Young Branch Horse Camp,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
tn-v74-mcnabb-group-camp-closure-watch,TN,McNabb Group Camp,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
tn-v74-cherokee-nf-dispersed-mvum-geometry,TN,Cherokee NF dispersed camping / MVUM route-area rule,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,geometry_extraction,Boondocking / Dispersed,no,High
tn-v74-tva-undeveloped-public-lands-east-geometry,TN,TVA undeveloped public lands camping — East TN reservoirs,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,geometry_extraction,Boondocking / Dispersed,no,High
tn-v74-tva-east-developed-campgrounds-coordinate-rescue,TN,TVA / Go Camp Tennessee East TN campground components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic components,no,High
tn-v74-north-cumberland-wma-geometry-upgrade,TN,North Cumberland WMA boundary/OHV/camping geometry upgrade,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,geometry_extraction,Boondocking / Dispersed,no,High
tn-v74-frozen-head-components,TN,Frozen Head State Park campgrounds — Big Cove / Flat Fork / Backcountry,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Rustic / Boat / Backpack components,no,High
tn-v74-norris-dam-renovation-check,TN,Norris Dam State Park East/West + Andrews Ridge backcountry,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Modern / Boat / Backpack,no,High
tn-v74-east-tn-state-parks-coordinate-rescue,TN,East Tennessee state park campground coordinate bundle,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
tn-v74-catoosa-designated-camping-areas,TN,Catoosa WMA designated / hunter camping areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
tn-v74-prentice-cooper-designated-camping,TN,Prentice Cooper State Forest / WMA designated camping areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
tn-v74-fall-creek-falls-component-rescue,TN,Fall Creek Falls State Park campground + backcountry sites,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Boat / Backpack components,no,High
tn-v74-savage-gulf-fiery-gizzard-scotts-gulf-backcountry,TN,Cumberland Plateau backcountry state park systems,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
tn-v74-cumberland-trail-backcountry-sections,TN,Cumberland Trail State Park backcountry camping — Plateau sections,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
tn-v74-middle-tn-usace-lake-components,TN,Middle Tennessee USACE campground coordinate bundle,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Boat / Backpack components,no,High
tn-v74-j-percy-priest-primitive-sites,TN,J. Percy Priest Lake primitive camping sites,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
tn-v74-middle-tn-state-parks-coordinate-rescue,TN,Middle Tennessee state park campground bundle,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Boat / Backpack components,no,High
tn-v74-standing-stone-closure-watch,TN,Standing Stone State Park Campground closure watch,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
tn-v74-long-hunter-backcountry-correction,TN,Long Hunter State Park Backcountry Campsites correction,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
tn-v74-poole-seven-points-layer-corrections,TN,Poole Knobs / Seven Points layer corrections,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
tn-v74-lbl-tn-piney-and-basic-camping-geometry,TN,LBL Tennessee-side Piney / basic / backcountry camping geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,geometry_extraction,Modern / Rustic / Boondocking / Boat-Backpack,no,High
tn-v74-west-tn-state-park-coordinate-rescue,TN,West Tennessee state park campground bundle,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic / Boat / Backpack components,no,High
tn-v74-pickwick-tva-campground-coordinate-rescue,TN,Pickwick Dam TVA Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern / Rustic component,no,High
tn-v74-west-tn-private-local-campgrounds-coordinate-rescue,TN,West Tennessee private/local campground bundle,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private / Rustic components,no,High
tn-v74-west-tn-wma-rule-review,TN,West Tennessee TWRA WMA camping rule review,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,rule_review,Boondocking / Dispersed or Reject,no,High
ar-lead-ozark-st-francis-nf-dispersed-camping-mvum-geometry,AR,Ozark-St. Francis NF dispersed camping / MVUM rule-area geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",update_existing_lead,update_existing_lead,Boondocking / Dispersed,no,High
ar-lead-lead-hill-park-coordinate-conflict,AR,Lead Hill Park,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
mo-beaver-creek-bull-shoals,,Beaver Creek Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,future_lead,future_lead,Modern Campgrounds,no,Medium
mo-buck-creek-bull-shoals,,Buck Creek Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,future_lead,future_lead,Modern Campgrounds,no,Medium
ar-lead-norfork-primitive-permit-areas-geometry,AR,"Norfork Lake primitive permit camping areas: Jordan Island, Jordan Cove, Calamity Beach, Kerley Point",AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",update_existing_lead,update_existing_lead,Boat / Backpack,no,High
mo-tecumseh-park-norfork,,Tecumseh Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,future_lead,future_lead,Rustic / Primitive,no,Medium
mo-udall-park-norfork,,Udall Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,future_lead,future_lead,Rustic / Primitive,no,Medium
ar-lead-agfc-northwest-ozarks-wma-designated-camping-geometry,AR,AGFC northwest/north-central WMA designated camping geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",update_existing_lead,update_existing_lead,Boondocking / Dispersed,no,High
ar-gulpha-gorge-campground-coordinate-rescue,AR,Gulpha Gorge Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-ouachita-brady-mountain-campground-coordinate-rescue,AR,Brady Mountain Campground — Lake Ouachita USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-ouachita-stephens-park-coordinate-rescue,AR,Stephens Park Campground — Lake Ouachita USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-ouachita-little-fir-campground-coordinate-rescue,AR,Little Fir Campground — Lake Ouachita USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-ouachita-twin-creek-campground-coordinate-rescue,AR,Twin Creek Campground — Lake Ouachita USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-ouachita-buckville-primitive-coordinate-rescue,AR,Buckville primitive camping area — Lake Ouachita USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-ouachita-primitive-north-end-areas-geometry,AR,Lake Ouachita primitive north-end / island camping areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boat / Backpack / Boondocking / Dispersed,no,High
ar-lake-greeson-cowhide-cove-coordinate-rescue,AR,Cowhide Cove Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-greeson-kirby-landing-coordinate-rescue,AR,Kirby Landing Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-greeson-self-creek-jim-wylie-coordinate-rescue,AR,Self Creek / Jim Wylie Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-greeson-parker-creek-coordinate-rescue,AR,Parker Creek Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-greeson-bear-creek-coordinate-rescue,AR,Bear Creek Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-greeson-dam-area-campground-coordinate-rescue,AR,Dam Area Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-lake-greeson-arrowhead-point-coordinate-rescue,AR,Arrowhead Point Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-greeson-pikeville-coordinate-rescue,AR,Pikeville Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-greeson-star-of-the-west-coordinate-rescue,AR,Star of the West Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-greeson-buckhorn-coordinate-rescue,AR,Buckhorn Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-greeson-laurel-creek-coordinate-rescue,AR,Laurel Creek Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-lake-greeson-rock-creek-primitive-coordinate-rescue,AR,Rock Creek Primitive Campground — Lake Greeson USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-degray-edgewood-campground-coordinate-rescue,AR,Edgewood Campground — DeGray Lake USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-degray-point-cedar-campground-coordinate-rescue,AR,Point Cedar Campground — DeGray Lake USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-degray-ozan-point-open-camping-coordinate-rescue,AR,Ozan Point Open Camping — DeGray Lake USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-degray-lenox-marcus-open-camping-area-geometry,AR,Lenox Marcus Area Open Camping — DeGray Lake USACE,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / Area-rule lead,no,High
ar-degray-oak-bower-group-use-coordinate-rescue,AR,Oak Bower Group Use Area — DeGray Lake USACE,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / group camp,no,High
ar-millwood-cottonshed-park-coordinate-rescue,AR,Cottonshed Park Campground — Millwood Lake USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,High
ar-millwood-beards-lake-coordinate-rescue,AR,Beard's Lake Campground — Millwood Lake USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ar-millwood-river-run-east-coordinate-rescue,AR,River Run East Campground — Millwood Lake USACE,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
