priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P3,WI,wi-douglas-afterhours-meadow-community-v23113,Afterhours Meadow,Boondocking / Dispersed,46.54925689514443,-91.62002065069194,"vague/community wording in boondocking record — review for honest warning, not automatic defect; broad park/forest/lake/river/system name; review as area/rule or component split",System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-bayfield-county-forest-dispersed-area-v23113,Bayfield County Forest Dispersed Camping Area,Boondocking / Dispersed,46.55,-91.05,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s94,Black Lake Recreation Area,Rustic / Primitive,45.98399,-90.93476,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-black-river-sf-indoor-group-camp-v23124,Black River State Forest Indoor Group Camp,Modern Campgrounds,44.4213,-90.6786,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-black-river-sf-outdoor-group-camp-v23124,Black River State Forest Outdoor Group Camp,Rustic / Primitive,44.41747525,-90.675101,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-blue-mound-bike-hike-sites,Blue Mound State Park Bike/Hike-in Sites,Boat / Backpack,43.0224674,-89.8499399,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-brule-river-sf-backpack-rule-area-v23113,Brule River State Forest Backpack Camping Rule Area,Boat / Backpack,46.56,-91.58,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-buckhorn-east-group-camp,Buckhorn State Park East-side Group Tent Camps,Rustic / Primitive,43.9457623,-90.0036019,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s144,Buffalo Lake Camping Resort,Private Campgrounds,43.7914066,-89.3450745,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-burnt-bridge-dispersed-v23111,Burnt Bridge Dispersed,Boondocking / Dispersed,45.562444799999994,-88.4952108,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-camp-3-dispersed-v23111,Camp 3 Dispersed,Boondocking / Dispersed,45.62817900000001,-88.59914110000001,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-cave-point-county-park,Cave Point County Park,rest-truck scenic-overlook-waterfront rest areas & roadside ,44.9302746,-87.1742686,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s181,Chain O' Lakes Camping Resort,Private Campgrounds,45.9121067,-89.1522674,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s186,Chequamegon-Nicolet National Forest,Rustic / Primitive,45.9200903,-90.4517829,broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-dispersed-camping-rule-area-v23113,Chequamegon-Nicolet National Forest Dispersed Camping Rule Area,Boondocking / Dispersed,45.75,-88.75,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-chequamegon-nicolet-nicolet-dispersed-rule-area-v23082,Chequamegon-Nicolet National Forest — Nicolet Unit Dispersed Camping Rule Area,Boondocking / Dispersed,45.3046,-88.5373,"vague/community wording in boondocking record — review for honest warning, not automatic defect; broad park/forest/lake/river/system name; review as area/rule or component split",System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-chippewa-county-forest-camping-area-v23113,Chippewa County Forest Primitive Camping Area,Boondocking / Dispersed,45.15,-91.25,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-green-bay-citydeck-fox-river-trail,CityDeck / Fox River Trail — Green Bay,rest-truck urban-riverfront-trail-canoe-kayak-launch rest ar,44.51702392313232,-88.01505466453163,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-clark-county-forest-camping-area-v23113,Clark County Forest Camping / Wildcat Mound Registration Context,Boondocking / Dispersed,44.57,-90.7,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-copper-falls-group-camp,Copper Falls Group Tent Camp,Rustic / Primitive,46.3761555,-90.6439684,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-crawford-hills-county-park-v23124,Crawford Hills County Park,Rustic / Primitive,44.34238965,-90.56343636,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-crex-meadows-rest-area-seasonal-camping,Crex Meadows Wildlife Area Rest Area Seasonal Camping,Rustic / Primitive,45.8836,-92.618884,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-devils-river-rockwood-road-access,Devil’s River State Trail — Rockwood Road Access,rest-truck state-trail-access-limited-parking rest areas & r,44.16806308137004,-87.69813348908842,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-douglas-county-forest-special-camping-area-v23113,Douglas County Forest Special Camping Area,Boondocking / Dispersed,46.53,-91.9,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-dunnville-wa-chippewa-sandbar-area-v23113,Dunnville Wildlife Area / Chippewa River Sandbar Camping,Boat / Backpack,44.74,-91.87,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-east-twin-lake-boat-landing,East Twin Lake Boat Landing,Boat / Backpack,46.19196,-90.85989,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-eastwood-recreation-area,Eastwood Recreation Area,Rustic / Primitive,45.331593,-90.445408,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-eau-claire-county-forest-camping-area-v23113,Eau Claire County Forest Camping Permit Lead,Boondocking / Dispersed,44.8,-91.35,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-emily-lake-recreation-area-v23117,Emily Lake Recreation Area,Rustic / Primitive,45.964686,-90.010106,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-fr2140-hidden-lakes-dispersed-v23110,FR 2140 / Hidden Lakes Trail Dispersed,Boondocking / Dispersed,45.91489420777135,-88.96623812556695,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-flambeau-river-sf-primitive-rule-area-v23113,Flambeau River State Forest Primitive Canoe / Backpack Camping System,Boat / Backpack,45.66,-90.73,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-gov-dodge-hickory-ridge-group-camp,Governor Dodge Hickory Ridge Group Camp,Rustic / Primitive,43.0169077,-90.1413105,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-highway-45-wayside-park,Highway 45 Wayside Park,rest-truck county-wayside-waterfront rest areas & roadside s,43.844,-88.4618,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-indian-lake-dispersed-v23110,Indian Lake Dispersed,Boondocking / Dispersed,45.91054974545228,-88.94788626642242,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-jackson-county-forest-camping-area-v23113,Jackson County Forest Camping Permit Area,Boondocking / Dispersed,44.3,-90.85,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-kvr-camp-v-bridge-8-camp-v23112,KVR Camp V — Bridge 8 Camp,Boat / Backpack,43.664262,-90.587006,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-kms-hickory-woods-group-camp,Kettle Moraine Southern Unit Hickory Woods Group Camp,Rustic / Primitive,42.7816,-88.691,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-kvr-primitive-system-context-v23113,Kickapoo Valley Reserve Primitive Camping System Context,Boondocking / Dispersed,43.62,-90.64,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-lac-vieux-desert-recreation-area,Lac Vieux Desert Recreation Area,Rustic / Primitive,46.13611111,-89.15222222,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-langlade-county-forest-dispersed-camping-rule-area-v23116,Langlade County Forest Dispersed Camping Rule Area,Boondocking / Dispersed,45.288,-89.055,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-lone-wolf-lake-site-v23110,Lone Wolf Lake Site,Boondocking / Dispersed,45.89137980000001,-88.9725194,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s566,Lost Lake Recreation Area,Rustic / Primitive,45.883571,-88.558474,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-r1,Lower Tomahawk River Site R1,Boat / Backpack,45.707333,-89.840667,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-r2,Lower Tomahawk River Site R2,Boat / Backpack,45.672833,-89.758667,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-r3-g,Lower Tomahawk River Site R3-G,Boat / Backpack,45.624833,-89.7285,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-r4,Lower Tomahawk River Site R4,Boat / Backpack,45.593167,-89.747,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-lower-wisconsin-riverway-sandbar-area-v23113,Lower Wisconsin Riverway Sandbar Camping Rule Area,Boat / Backpack,43.30900022,-89.7284,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-marathon-county-forest-undesignated-area-v23113,Marathon County Forest Undesignated Camping Units,Boondocking / Dispersed,44.85,-89.65,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-marinette-county-forest-camping-permit-rule-area-v23082,Marinette County Forest Camping Permit Rule Area,Boondocking / Dispersed,45.0999,-87.6305,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-mayflower-lake-dispersed-v23110,Mayflower Lake Dispersed,Boondocking / Dispersed,45.8975702,-88.95259619999999,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-mckinley-lake-dispersed-v23110,McKinley Lake Dispersed,Boondocking / Dispersed,45.919575833711896,-88.97222960456585,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-meadow-valley-wa-primitive-area-v23113,Meadow Valley Wildlife Area Primitive Camping Areas,Boondocking / Dispersed,44.15,-90.05,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-mirror-lake-bluewater-group-camp,Mirror Lake Bluewater Bay Walk-in Group Camp,Boat / Backpack,43.5678,-89.808,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-mountain-lake-road-1-oconto-river-v2318,Mountain Lake Road #1 / Oconto River,Boondocking / Dispersed,45.14818,-88.59719,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-mountain-lake-road-2-v2318,Mountain Lake Road #2,Boondocking / Dispersed,45.17769,-88.56876,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-mountain-lake-road-3-v2318,Mountain Lake Road #3,Boondocking / Dispersed,45.18769,-88.56313,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-611,NHAL Primitive Boat-In Site 611 — Allequash Lake,Boat / Backpack,46.032683,-89.6384,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-612,NHAL Primitive Boat-In Site 612 — Allequash Lake,Boat / Backpack,46.0367,-89.62635,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-613,NHAL Primitive Boat-In Site 613 — Allequash Lake,Boat / Backpack,46.045833,-89.6296,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-614,NHAL Primitive Boat-In Site 614 — Allequash Lake,Boat / Backpack,46.03605,-89.61805,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-621,NHAL Primitive Boat-In Site 621 — Day Lake,Boat / Backpack,46.065667,-89.7074,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-622,NHAL Primitive Boat-In Site 622 — Day Lake,Boat / Backpack,46.06425,-89.706733,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-631,NHAL Primitive Boat-In Site 631 — Nebish Lake,Boat / Backpack,46.052683,-89.59755,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-632,NHAL Primitive Boat-In Site 632 — Nebish Lake,Boat / Backpack,46.052133,-89.596167,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-641,NHAL Primitive Boat-In Site 641 — Clear Lake,Boat / Backpack,45.870817,-89.613317,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-642,NHAL Primitive Boat-In Site 642 — Clear Lake,Boat / Backpack,45.867933,-89.614267,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-643,NHAL Primitive Boat-In Site 643 — Clear Lake,Boat / Backpack,45.864833,-89.615933,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-644,NHAL Primitive Boat-In Site 644 — Clear Lake,Boat / Backpack,45.86245,-89.618633,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-651,NHAL Primitive Boat-In Site 651 — Prong Lake,Boat / Backpack,45.921917,-89.5947,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-652,NHAL Primitive Boat-In Site 652 — Bittersweet Lake,Boat / Backpack,45.928483,-89.605183,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-653,NHAL Primitive Boat-In Site 653 — Bittersweet Lake,Boat / Backpack,45.9285,-89.598867,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-654,NHAL Primitive Boat-In Site 654 — Smith Lake,Boat / Backpack,45.93575,-89.606767,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-nhal-boat-in-655,NHAL Primitive Boat-In Site 655 — Oberlin Lake,Boat / Backpack,45.94025,-89.596267,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-north-end-waubee-lake-v2318,North End Waubee Lake,Boondocking / Dispersed,45.34873,-88.44805,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-oconto-county-forest-permit-area-v23113,Oconto County Forest Permit Camping Areas,Boondocking / Dispersed,45.25,-88.45,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-oconto-county-forest-permit-camping-rule-area-v23082,Oconto County Forest Permit Camping Rule Area,Boondocking / Dispersed,44.8929,-87.9417,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-picnic-point-recreation-area,Picnic Point Recreation Area,Rustic / Primitive,45.30555556,-90.43583333,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s722,Plymouth Rock Camping Resort,Private Campgrounds,43.8029209,-87.9791497,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-iron-potato-river-falls-rustic-v23113,Potato River Falls Rustic Sites,Rustic / Primitive,46.46314399,-90.52950227,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s751,Pride of America Camping Resort,Private Campgrounds,43.5227564,-89.3756595,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-rat-river-fr2141-v2318,Rat River / Forest Road 2141,Boondocking / Dispersed,45.480441,-88.445488,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-rib-mountain-summit-day-use-area,Rib Mountain State Park — Summit / Day-Use Area,rest-truck state-park-scenic-overlook-day-use rest areas & r,44.92168732629876,-89.68719103436213,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-traveler-riverview-park-eau-claire-boat-landing,Riverview Park — Eau Claire / Chippewa River Boat Landing,Boat / Backpack,44.84644437224759,-91.49930091054964,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-forest-robinson-lake-community-reported-v23114,Robinson Lake Dispersed Cluster,Boondocking / Dispersed,46.02665563533736,-88.9286458757151,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-sawyer-county-forest-camping-permit-rule-area-v23116,Sawyer County Forest Camping Permit Rule Area,Boondocking / Dispersed,45.94,-91.14,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-sawyer-county-forest-primitive-area-v23113,Sawyer County Forest Primitive Camping Lead,Boondocking / Dispersed,45.9,-91,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-south-end-long-lake-v2318,South End Long Lake,Boondocking / Dispersed,45.36717,-88.52025,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
